,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
115,324786,en,Hacksaw Ridge,233.039,2016-10-07,8.2,10136,"['Drama', 'History', 'War']","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",175302354,139,One of the greatest heroes in American history never fired a bullet.
116,839100,ja,ブライト: サムライソウル,240.726,2021-10-12,6.2,22,"['Animation', 'Action', 'Fantasy']","Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",0,80,
117,20982,ja,劇場版 NARUTO -ナルト- 疾風伝,262.861,2007-08-04,7.3,382,"['Animation', 'Action', 'Fantasy']","Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",0,94,
118,634528,en,The Marksman,287.586,2021-01-15,7.1,950,"['Action', 'Thriller', 'Crime']","Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",22039969,108,Justice comes down to him.
119,763164,en,Apex,401.393,2021-11-12,5.3,50,"['Action', 'Thriller', 'Science Fiction']","Ex-cop James Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.",0,108,The hunters will be hunted.
120,464052,en,Wonder Woman 1984,267.785,2020-12-16,6.6,6105,"['Action', 'Adventure', 'Fantasy']",A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,165160005,151,A new era of wonder begins.
121,573164,es,Un rescate de huevitos,268.087,2021-08-12,8.1,256,"['Animation', 'Comedy']",A rooster and his fowl partner embark on a dangerous trip to the Congo to recover their stolen eggs from a group of Russian goons.,0,0,
122,520763,en,A Quiet Place Part II,252.028,2021-05-21,7.7,3294,"['Science Fiction', 'Thriller', 'Horror']","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",297372261,97,Silence is not enough.
123,619778,en,Malignant,233.546,2021-09-01,7.1,979,"['Horror', 'Mystery', 'Thriller']","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",24640084,112,A new vision of terror.
124,529106,ru,Майор Гром: Чумной Доктор,248.521,2021-04-01,6.8,342,"['Action', 'Adventure']","Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",4493306,136,
125,729720,fr,Le Dernier Mercenaire,265.12,2021-07-30,6.8,431,"['Action', 'Comedy']","A mysterious former secret service agent must urgently return to France when his estranged son  is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.",0,110,The daddy of all secret agents.
126,883648,en,Little Big Mouth,239.444,2021-10-22,4.9,13,['Comedy'],"Kicked out of his band and home, a playful guitarist takes refuge with a bookkeeper, her son and dad. Is it possible to make sweet music together?",0,94,
127,739990,en,Nightbooks,227.322,2021-09-15,6.6,183,"['Fantasy', 'Family', 'Horror']","Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",0,103,Write for your life.
128,857702,en,LEGO Star Wars Terrifying Tales,242.303,2021-10-01,6.6,85,"['Family', 'Animation', 'Science Fiction', 'Comedy']","Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",0,45,Rest in pieces.
129,671,en,Harry Potter and the Philosopher's Stone,234.446,2001-11-16,7.9,21302,"['Adventure', 'Fantasy']","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",976475550,152,Let the Magic Begin.
130,315635,en,Spider-Man: Homecoming,266.445,2017-07-05,7.4,17065,"['Action', 'Adventure', 'Science Fiction', 'Drama']","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",880166924,133,Homework can wait. The city can't.
131,385687,en,Fast & Furious 10,211.849,2023-04-06,0.0,0,"['Action', 'Crime']",The tenth installment in the Fast Saga.,0,0,
132,880009,es,Catalina la Catrina: especial Día de Muertos,260.402,2021-10-01,3.3,5,"['Family', 'Animation']",,0,0,
133,826914,en,Muppets Haunted Mansion,206.82,2021-10-08,6.9,86,"['Comedy', 'Family', 'TV Movie']",Gonzo is challenged to spend one night in The Haunted Mansion on Halloween night.,0,52,Cue the light(ning)!
134,617502,en,Jolt,243.844,2021-07-15,6.8,753,"['Action', 'Comedy']","Lindy is an acid-tongued woman with rage issues who controls her temper by shocking herself with an electrode vest. One day she makes a connection with Justin, who gives her a glimmer of hope for a shock-free future, but when he’s murdered she launches herself on a revenge-fueled rampage in pursuit of his killer.",0,91,You're in for a shock.
135,429617,en,Spider-Man: Far From Home,273.535,2019-06-28,7.5,10893,"['Action', 'Adventure', 'Science Fiction']","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",1131927996,129,It’s time to step up.
136,800497,en,Werewolves Within,225.012,2021-06-25,6.1,179,"['Comedy', 'Horror']","When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.",250811,97,A whodunnit with teeth.
137,537915,en,After,239.301,2019-04-11,7.2,6704,"['Romance', 'Drama']","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",69497587,106,"After your first, life is never the same."
138,347201,ja,BORUTO -NARUTO THE MOVIE-,229.477,2015-08-07,7.7,917,"['Animation', 'Action', 'Comedy']","The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",40200000,95,Forge your own path.
139,587807,en,Tom & Jerry,232.966,2021-02-11,7.1,1831,"['Comedy', 'Family', 'Animation']","Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",132000000,101,Best of enemies. Worst of friends.
140,559,en,Spider-Man 3,236.031,2007-05-01,6.3,10473,"['Fantasy', 'Action', 'Adventure']","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",890871626,139,The battle within.
141,585083,en,Hotel Transylvania: Transformania,190.917,2022-01-14,0.0,0,"['Family', 'Animation', 'Fantasy', 'Comedy', 'Adventure']","When Van Helsing's mysterious invention, the \""Monsterfication Ray,\"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",0,0,Change can be scary.
142,508442,en,Soul,229.134,2020-12-25,8.2,7165,"['Animation', 'Comedy', 'Fantasy', 'Family']","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",136384442,101,Is all this living really worth dying for?
143,317442,ja,The Last: Naruto the Movie,244.198,2014-12-06,7.9,1069,"['Action', 'Romance', 'Animation']","Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",16500000,114,
144,567189,en,Tom Clancy's Without Remorse,223.53,2021-04-29,7.2,1641,"['Action', 'Thriller']",An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,0,109,From the author of Rainbow Six.
145,449406,en,Vivo,208.114,2021-07-30,7.7,415,"['Animation', 'Family', 'Comedy']",A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,0,99,One song can change everything.
146,719088,ja,イエスかノーか半分か,234.805,2020-12-11,6.4,11,"['Animation', 'Drama', 'Romance']","Kunieda Kei is a popular, young TV announcer whose public and private personas are so different, they might be called extreme. On the outside, he is the picture of perfection, affectionately nicknamed ""The Prince,"" while on the inside he is constantly cursing at all of the incompetence around him. Of course, no one knows this secret of his.  One day, Kei meets animation artist Tsuzuki Ushio for a work assignment. While Kei is in ""inside mode,"" he later runs into Tsuzuki, who doesn't recognize him in his worn-out sweats and a facemask, but as compensation for injuring Tsuzuki's arm, Kei gets roped into helping out with his work.",0,53,
147,522241,en,The Courier,224.855,2021-03-18,7.2,456,"['Thriller', 'History', 'Drama']",Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,24901420,112,Based on the incredible true story of a Welsh businessman turned spy.
148,637693,en,Spirit Untamed,215.011,2021-05-20,7.8,288,"['Animation', 'Adventure', 'Family', 'Western']",Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,17635215,88,Adventure awaits.
149,850818,en,"Barbie: Big City, Big Dreams",216.59,2021-08-20,7.2,73,"['Animation', 'Music', 'Family']","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.",0,62,
150,882812,es,No me echen ese muerto,173.395,2021-10-09,7.4,17,['Comedy'],,0,0,
151,581644,en,The Misfits,239.557,2021-06-10,5.6,163,['Action'],"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",0,94,They're not bad guys. They just steal from them.
152,841755,en,Mortal Kombat Legends: Battle of the Realms,200.515,2021-08-30,8.1,177,"['Animation', 'Action', 'Fantasy']","The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",0,80,
153,15092,en,Crank: High Voltage,219.241,2009-04-16,6.0,2115,"['Action', 'Thriller', 'Crime']",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,34560577,96,"Stay Charged, Stay Alive!"
154,522478,en,Peter Rabbit 2: The Runaway,211.56,2021-03-25,7.4,426,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']","Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",153000000,93,The garden was just the beginning.
155,586047,ko,서복,212.792,2021-04-12,7.5,90,"['Science Fiction', 'Action']","A former intelligence agent gets involved with the first human clone, Seo Bok, who others seek, causing trouble.",0,114,Live the Moment
156,400160,en,The SpongeBob Movie: Sponge on the Run,200.485,2020-08-14,7.7,2343,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']","When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",4700000,95,They're Not in Bikini Bottom Anymore.
157,559907,en,The Green Knight,197.458,2021-07-29,6.7,498,"['Adventure', 'Drama', 'Fantasy']","An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",18192220,130,When honor was everything.
158,597433,en,Beckett,203.703,2021-08-04,6.4,383,"['Action', 'Crime', 'Drama', 'Mystery']","While vacationing in Greece, Beckett, becomes the target of a manhunt after a devastating car accident forces him to run for his life across the country to clear his name but tensions escalate as the authorities close in and political unrest mounts which makes Beckett fall even deeper into a dangerous web of conspiracy.",0,109,Born to be murdered.
159,871875,en,Escape The Undertaker,204.213,2021-10-05,5.3,26,"['Horror', 'Mystery', 'Family']","The Undertaker has set a trap for the decorated tag team The New Day at his mansion. What they don't know: The Undertaker's mansion is an extreme Haunted House, packed to the brim with supernatural challenges. It's up to viewers to decide the fate of these poor souls trying to survive the wrath of The Undertaker.",0,31,
160,674,en,Harry Potter and the Goblet of Fire,212.082,2005-11-16,7.8,16256,"['Adventure', 'Fantasy', 'Family']","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",895921036,157,Dark And Difficult Times Lie Ahead.
161,656940,en,Body Brokers,193.708,2021-02-19,6.6,47,"['Thriller', 'Crime']","Utah and his girlfriend Opal, are drug addicts living on the streets in rural Ohio. After getting recruited by body broker Wood, and offered treatment in Los Angeles, Wood takes Utah under his wing and introduces him to treatment center mogul Vin. Wood and Vin bring Utah in on their lucrative and illegal dealings, where saving lives comes second to the bottom line.",0,111,Drugs. Rehab. Profit.
